ID Progetto,File,Indirizzo,Imprese,Valore Stimato,Latitudine,Longitudine
533035,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Rosolino Pilo  20015 Parabiago ( MI ),Masceracom srl,600000,45.5721133,8.9695436
533084,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Parodi 57  23826 Mandello del Lario ( LC ),Rota Nodari F.lli SpA,30000000,45.91558560000001,9.3223209
533097,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Arbosto  22013 Vercana ( CO ),Finlago srl; assegnato,2120000,46.1600148,9.3339742
533130,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Paganella  38010 Andalo ( TN ),Euro Scavi srl,400000,46.1675676,11.0082064
533140,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Figigola 10  36078 Valdagno ( VI ),Impresa Edile Luna srl,1600000,45.6418286,11.2917932
533143,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Balbo  36071 Arzignano ( VI ),Costruzioni Dalla Verde SpA,1280000,45.5192856,11.3485723
533156,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via San Biagio 1  25085 Gavardo ( BS ),Impresa Edile Medeghini Davide di Medeghini F.lli,500000,45.5887176,10.4610494
533209,DEFINITIVO PIEMONTE MAGGIO ,Via Belgio   10043 Orbassano ( TO ),ICT srl,3000000,45.0118575,7.5444095
533214,DEFINITIVO EMILIA ROMAGNA MAGGIO,C.so Garibaldi - Via Mazzini  40064 Ozzano dell'Emilia ( BO ),Beta srl; assegnato,3500000,44.4452592,11.4715703
533226,DEFINITIVO TRENTINO FINO A MAGGIO 2025,Via Wehrburg  39010 Andriano ( BZ ),Zima Costruzioni srl,3000000,46.5213724,11.2294966
533261,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Schianchi  43022 Montechiarugolo ( PR ),Nous costruzioni srl,300000,44.7222932,10.400458
533300,DEFINITIVO PIEMONTE MAGGIO ,Via Novara 47  28069 Trecate ( NO ),F.lli Prevja srl,1000000,45.4316606,8.727945
533327,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Immacolata di Lourdes  31015 Conegliano ( TV ),Tre srl,500000,45.8983727,12.2924192
533364,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Vittorio Veneto 42  24067 Sarnico ( BG ),Tyche Building,2400000,45.6689875,9.9642211
533385,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Lago di Como 8  36100 Vicenza ( VI ),Gas Costruzioni srl,640000,45.5709193,11.5451129
533464,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Edmondo De Amicis 46  20063 Cernusco sul Naviglio ( MI ),Guglietta  Costruzioni srl; assegnato,2000000,45.5299684,9.3218751
533486,DEFINITIVO TRENTINO FINO A MAGGIO 2025,c.da Vicolo Vattaro  38049 Altopiano della Vigolana ( TN ),Impresa Bailoni Marco & C.snc,1200000,45.9927553,11.2189663
533516,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Sabotino 11-12  40131 Bologna ( BO ),RH Builder SpA; assegnato,2202000,44.4969767,11.3259865
533543,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via al Bacco  23823 Colico ( LC ),RMI Costruzioni srl,1970000,46.1334259,9.3771419
533556,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Toscanini  42013 Casalgrande ( RE ),Immobiliare Poggio 70 srl; assegnato,300000,44.5516414,10.760554
533557,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via dall'Alto  22010 Gera Lario ( CO ),EDILGI di Gusmeroli Luigi srl,2240000,46.171635,9.369957
533582,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Mascagni  24060 Villongo ( BG ),Costruzioni Bonardi Stefano,640000,45.6670328,9.9337001
533586,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Vittorio Veneto  22071 Cadorago ( CO ),De Marchi Danilo Costruzioni srl,2080000,45.7096353,9.0413153
533667,DEFINITIVO PIEMONTE MAGGIO ,Via Orbassano  10040 Rivalta di Torino ( TO ),DAM sas di Scabin Luigino & C,1500000,45.0138169,7.5127669
533668,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Ugo Foscolo  22029 Uggiate con Ronago ( CO ),Guffanti SpA; assegnato,1280000,45.8220314,8.9493977
533675,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Castello 6  35032 Arquà Petrarca ( PD ),Edilcromo Srl; aggiudicato all'impresa segnalata che ha offerto il ribasso del; assegnato,268000,45.2697055,11.7164827
533768,DEFINITIVO EMILIA ROMAGNA MAGGIO,V.le Lenin 14/2-14/3  40139 Bologna ( BO ),Cooperativa Edificatrice Dozza; assegnato,1500000,44.481382,11.391331
533775,DEFINITIVO TRENTINO FINO A MAGGIO 2025,via Fiemme  38030 Castello-Molina di Fiemme ( TN ),Conci Costruzioni Srl; assegnato,800000,46.2804477,11.4363717
533806,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Nicoli snc  40026 Imola ( BO ),SOGEI srl; assegnato,600000,44.3740406,11.7209264
533808,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Trovatelli 14/16  47834 Montefiore Conca ( RN ),Il Casolare srl,300000,43.8837656,12.6154094
533809,DEFINITIVO EMILIA ROMAGNA MAGGIO,circonvallazione nord-est snc  41049 Sassuolo ( MO ),Fondamenta Srl; assegnato,6000000,44.5483811,10.7974388
533810,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Verdi  47035 Gambettola ( FC ),Gruppo Ritmo srl,900000,44.1200924,12.3332156
533811,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Emilia Ponente snc  47522 Cesena ( FC ),CRCS Cooperativa Restauri Costruzioni e Servizi; assegnato,4000000,44.1592031,12.190606
533837,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Nazario Sauro 17  27049 Stradella ( PV ),Melyshi Costruzioni srl,2240000,45.0757956,9.2936177
533842,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via al Tiglio  23022 Chiavenna ( SO ),Contessa Giulio srl,200000,46.3184165,9.4056742
533856,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Pavia  26016 Spino d'Adda ( CR ),Impresa Edile Vicini Cosimo,200000,45.4006471,9.4861642
533871,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via San Bernardino  20836 Briosco ( MB ),Cavit Imm.re srl,800000,45.703669,9.2438529
533882,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Pietro Metastasio  25126 Brescia ( BS ),Costruzioni Sandrini srl; assegnato,1000000,45.5470655,10.1929436
533896,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Mascagni 4  20872 Cornate d'Adda ( MB ),Tyche Building,2080000,45.6379054,9.4724604
533963,DEFINITIVO PIEMONTE MAGGIO ,Via Vigne Vecchie  28100 Novara ( NO ),Edil Pitture srl,1200000,45.4559836,8.6685687
534008,DEFINITIVO TRENTINO FINO A MAGGIO 2025,loc. Lagorai  38038 Tesero ( TN ),Conci Costruzioni Srl,800000,46.2808281,11.505513
534028,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via I Maggio  20836 Briosco ( MB ),Area Costruzioni srl,2000000,45.7302907,9.2433593
534029,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Marconi  20836 Briosco ( MB ),AZ Impresa Edile; assegnato,800000,45.720255,9.2547412
534033,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Roma  22040 Lurago d'Erba ( CO ),Impresa Edile Stampini srl,4320000,45.7533967,9.2231679
534037,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Nanc   22017 Menaggio ( CO ),Club I Cottages; assegnato,2240000,46.0221688,9.2275297
534040,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via N. Sauro  22070 Carbonate ( CO ),Essegi srl,1400000,45.6802355,8.9399565
534049,DEFINITIVO PIEMONTE MAGGIO ,Via Cristina   28013 Gattico-Veruno ( NO ),Impresa Mete Antonio; assegnato,1000000,45.6995641,8.5099461
534053,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Roma   26010 Ricengo ( CR ),RIAL Costruzioni di Rigoli Giosuè,500000,45.4064783,9.7243949
534135,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Padova  27018 Vidigulfo ( PV ),Safa srl,1280000,45.2929354,9.2306908
534138,DEFINITIVO VENETO FINO A MAGGIO 2025,Via M. Callas  35020 Albignasego ( PD ),Immobiliare San Bonaventura srl; assegnato,450000,45.3383332,11.9018236
534139,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Callas  35020 Albignasego ( PD ),Edilbaraldo srl,450000,45.3383332,11.9018236
534158,DEFINITIVO VENETO FINO A MAGGIO 2025,Loc. Via Claudio Rossi  35028 Piove di Sacco ( PD ),Eurocostruzioni srl,2400000,45.2901419,12.0275577
534175,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Nazario Sauro 8  20034 San Giorgio su Legnano ( MI ),Word Building srls,800000,45.5781551,8.917786300000001
534185,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Manfrassina 23  46019 Viadana ( MN ),Paki Edil srl,320000,44.930216,10.514814
534196,DEFINITIVO VENETO FINO A MAGGIO 2025,Via D'Annunzio  35028 Piove di Sacco ( PD ),Beni Immobiliari srl,1200000,45.3035289,12.0352019
534204,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Udine 8  35042 Este ( PD ),Tognetto srl; aggiudicato all'impresa segnalata che ha offerto; assegnato,272000,45.2236627,11.6595357
534235,DEFINITIVO EMILIA ROMAGNA MAGGIO,V.le della Repubblica   42019 Scandiano ( RE ),Cooperativa Edilizia San Martino; Poldo srl,600000,44.5961361,10.6974956
534239,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Manzoni  35036 Montegrotto Terme ( PD ),Bosco Costruzioni srl,3300000,45.3263901,11.7902316
534241,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Sarpi 130  35138 Padova ( PD ),Bosco Costruzioni srl,3900000,45.4179278,11.8661518
534242,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Monti 7  35030 Selvazzano Dentro ( PD ),Bosco Costruzioni srl,900000,45.4150499,11.8096818
534267,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Arluno  20005 Pogliano Milanese ( MI ),Edil Lam srl; assegnato,600000,45.5287726,8.9767666
534270,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Monte Grappa  20060 Pozzuolo Martesana ( MI ),R.Casa Holding srl,1500000,45.5168133,9.4666424
534322,DEFINITIVO VENETO FINO A MAGGIO 2025,via Verona  37068 Vigasio ( VR ),Bau Sistem srl,750000,45.3273292,10.9485931
534327,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Frasconi  21100 Varese ( VA ),Notarimpresa SpA; aggiudicato a favore dell'impresa indicata. Previsti; assegnato,3586000,45.8225838,8.8332295
534372,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,V.le Piave  26900 Lodi ( LO ),Le Ville del Sole srl; assegnato,200000,45.3250762,9.5108896
534381,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Basse - Monticelli terme  43022 Montechiarugolo ( PR ),Sercal Costruzioni srl,1200000,44.7292565,10.3935586
534395,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Don Bruno Cadei  25030 Coccaglio ( BS ),Tieco srl; assegnato,250000,45.5697766,9.9672641
534399,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via G. Garibaldi 18  25010 Borgosatollo ( BS ),Lucchini Costruzioni srl,4200000,45.480514,10.2381373
534421,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Verdi 64   20063 Cernusco sul Naviglio ( MI ),Simpredil Costruzioni Generali srl,3000000,45.531986,9.3376589
534424,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via D’Azeglio  26041 Casalmaggiore ( CR ),IS di Iannò David Philippe e C snc; assegnato,2100000,45.0020476,10.4092803
534434,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Spinelli  42016 Guastalla ( RE ),La Pieve Domus; assegnato,1050000,44.9164045,10.6681098
534558,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via G. Garibaldi snc  47814 Bellaria-Igea Marina ( RN ),Due Laghi srl,1800000,44.1179331,12.4921134
534561,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Beethoven  44124 Ferrara ( FE ),Consorzio Nazionale Coop.Produzione Lavoro Ciro; assegnato,7980000,44.8209704,11.5979658
534604,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Milano 12  21047 Saronno ( VA ),Impredes srl,1000000,45.6228354,9.0355584
534626,DEFINITIVO PIEMONTE MAGGIO ,Via Filippo Juvarra  10090 San Raffaele Cimena ( TO ),Bagarello snc + Bagarello snc; assegnato,250000,45.1497671,7.8455194
534629,DEFINITIVO PIEMONTE MAGGIO ,Via Montechiaro   10010 Candia Canavese ( TO ),Santina Angiolino & C srl; assegnato,250000,45.321543,7.8775554
534672,DEFINITIVO VENETO FINO A MAGGIO 2025,Fr. Fiera  31100 Treviso ( TV ),Tesser Costruzioni srl,600000,45.6619779,12.2695878
534687,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,via Zaninetta  27026 Garlasco ( PV ),Euro Costruzioni sas di Geom Boselli Franco Maria; assegnato,200000,45.2027635,8.9260551
534693,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Don Carlo Gnocchi  24064 Grumello del Monte ( BG ),Pagani Costruzioni snc,640000,45.6328345,9.8785806
534696,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Turoldo 76  20065 Inzago ( MI ),Anna Costruzioni srl,1000000,45.5380569,9.4755789
534724,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Montello 33  31100 Treviso ( TV ),Tesser Costruzioni srl,2000000,45.671255,12.2483292
534750,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Balbi 10  47814 Bellaria-Igea Marina ( RN ),Ab Carpentier srl,300000,44.1535971,12.4541725
534775,DEFINITIVO PIEMONTE MAGGIO ,Via Beati  28053 Castelletto sopra Ticino ( NO ),MEA srls,250000,45.715179,8.6196675
534800,DEFINITIVO EMILIA ROMAGNA MAGGIO,v.le Gramsci  47838 Riccione ( RN ),VRM Costruzioni srl,1000000,43.999319,12.6647695
534839,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Donatello  27058 Voghera ( PV ),Grinvest di Grazioli Franco e C sas; assegnato,400000,44.9787764,9.0051996
534851,DEFINITIVO VENETO FINO A MAGGIO 2025,via Miacche  35030 Rubano ( PD ),EB Costruzioni srl,800000,45.4262382,11.7937858
534934,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Brol  37010 Rivoli Veronese ( VR ),Eusebia srl; assegnato,2250000,45.5691473,10.8108294
534972,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Roma 38  31049 Valdobbiadene ( TV ),CNP Energia SpA; Capogruppo ATI; Infratech Consorzio Stabile scarl; assegnato; integrato,5130000,45.9003793,11.9887148
535020,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,P.za Emanuele Samek Lodovici 5  20081 Abbiategrasso ( MI ),Consorzio Nazionale Coop.Produzione Lavoro Ciro,3450000,45.3990613,8.916626899999999
535072,DEFINITIVO PIEMONTE MAGGIO ,Via Vittorio Veneto  12081 Beinette ( CN ),Antonio Viglietti & Figlio srl; assegnato,1250000,44.3662878,7.6454796
535104,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Giovanni Falcone  24030 Mapello ( BG ),Gandolfi srl; assegnato,320000,45.7306382,9.5861104
535107,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Papa Giovanni XXIII  24050 Palosco ( BG ),3P Icca srl,800000,45.5965092,9.8302796
535108,DEFINITIVO LIGURIA MAGGIO 2025,Via Roma  17038 Villanova d'Albenga ( SV ),Mainetto Bartolomeo di Mainetto Orazio & C.snc,440000,44.0428977,8.1292632
535110,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Vasil Levski   24060 Bolgare ( BG ),Fin Edil srl,960000,45.6340225,9.8140284
535114,DEFINITIVO PIEMONTE MAGGIO ,Via Giuseppe Verdi   10040 Rivalta di Torino ( TO ),Green Life srl; assegnato,300000,45.0262583,7.5132641
535135,DEFINITIVO VENETO FINO A MAGGIO 2025,p.le Padovani  37040 Arcole ( VR ),RAM Costruzioni srl,2250000,45.359788,11.2846906
535140,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via XX Settembre  21040 Uboldo ( VA ),Immobiliare Lumare srl; assegnato,400000,45.616055,8.9970824
535151,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Bellini 20  20900 Monza ( MB ),I Rododendri srl,2560000,45.5964338,9.268377599999999
535212,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Gian Battista Corniani 37  25127 Brescia ( BS ),Ledi Tani srl; assegnato,1500000,45.5590055,10.1994341
535219,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Legnano 19  24124 Bergamo ( BG ),SICI Abitare srl,4800000,45.7118388,9.689656099999999
535264,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Lungo Lago Battisti 111  25015 Desenzano del Garda ( BS ),Marella Costruzioni srl,650000,45.48064369999999,10.5381755
535408,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Palestro 9  27100 Pavia ( PV ),Fratelli Navarra Srl; assegnato; integrato,8700000,45.1889833,9.149452499999999
535463,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Matteotti  40018 San Pietro in Casale ( BO ),MA Costruzioni Impianti srl; assegnato; integrato; integrato aggiudicato all'impresa segnalata. Progetto esecutivo,2994000,44.7019363,11.4051903
535473,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Monte Santo 19  22070 Rovello Porro ( CO ),Di Elle srls; assegnato,500000,45.6543442,9.042758899999999
535475,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Camillo Golgi  25046 Cazzago San Martino ( BS ),Rivetti Angiolino,400000,45.5919192,10.0148125
535478,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Maclino  25088 Toscolano-Maderno ( BS ),Impresa Edile Marzadri Battista & Bruno,300000,45.6362465,10.5941454
535483,DEFINITIVO VENETO FINO A MAGGIO 2025,loc. Mortise  35129 Padova ( PD ),San Lorenzo Invest srl,1500000,45.4229999,11.9062735
535494,DEFINITIVO PIEMONTE MAGGIO ,Via Nurivalle   10094 Giaveno ( TO ),Bernardi Costruzioni di Bernardi Davide,250000,45.0432018,7.32856
535536,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Rosselli  36077 Altavilla Vicentina ( VI ),Costruzioni Dalla Verde SpA,960000,45.509249,11.4572791
535575,DEFINITIVO VENETO FINO A MAGGIO 2025,Via Manzoni  36100 Vicenza ( VI ),Costruzioni Dalla Verde SpA,1500000,45.5780965,11.5964622
535601,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Loreto  47521 Cesena ( FC ),Impresa Edile Medri Renzo & C. snc,750000,44.1092242,12.327577
535602,DEFINITIVO PIEMONTE MAGGIO ,Vc. Santa Lucia   10040 Piobesi Torinese ( TO ),ML Costruzioni di Leotta Marco; assegnato,250000,44.9272504,7.6153608
535628,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,P.za Ospedale Maggiore  3  20161 Milano ( MI ),Capogruppo ATI; Gruppo Eden srls Edilizia Energetica,1591000,45.50795069999999,9.186401499999999
535632,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,P.za ospedale maggiore 3   20161 Milano ( MI ),Capogruppo ATI; Gruppo Eden srls Edilizia Energetica,701000,45.50795069999999,9.186401499999999
535650,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Ponte Nuovo  43036 Fidenza ( PR ),Edilfidenza Due Coop.s.coop.a rl; assegnato,600000,44.8534229,10.069056
535656,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Neri  41032 Cavezzo ( MO ),Edili Benatti snc; assegnato,450000,44.8424496,11.0227069
535676,DEFINITIVO VENETO FINO A MAGGIO 2025,V.le Stazione 72  37042 Caldiero ( VR ),Ruffo Costruzioni srl; assegnato,5400000,45.4154951,11.1704079
535684,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via delle Ville  21029 Vergiate ( VA ),GNF Costruzioni e Scavi srl,700000,45.7301808,8.6910883
535705,DEFINITIVO VENETO FINO A MAGGIO 2025,Via San Bortolo  35043 Monselice ( PD ),Battistella Costruzioni srl,600000,45.2150113,11.7594241
535724,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Ortesedo  23033 Grosio ( SO ),Cecini Giorgio,200000,46.3033061,10.2788876
535755,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Silvio Pellico 6  41042 Fiorano Modenese ( MO ),Edifica srl,750000,44.5395794,10.8128343
535786,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Monte Bastia  24018 Villa d'Almè ( BG ),Edilizia Orobica srl; assegnato,640000,45.7527689,9.6129062
535823,DEFINITIVO PIEMONTE MAGGIO ,Via Pianca   28100 Novara ( NO ),Veli Murrani; assegnato,2500000,45.4476763,8.6458951
535825,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Giacomo Puccini  22070 Montano Lucino ( CO ),Guffanti SpA,1760000,45.794394,9.0271312
535828,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Giovanni Pascoli  22070 Montano Lucino ( CO ),Casa srl,320000,45.7847354,9.0439065
535875,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Alagna  27026 Garlasco ( PV ),EB2 srl,200000,45.1905957,8.9161945
535880,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Primo Maggio 6/H  27010 San Genesio ed Uniti ( PV ),Edilproject snc; assegnato,600000,45.2357278,9.177288299999999
535897,DEFINITIVO PIEMONTE MAGGIO ,V.le Einaudi 7   15011 Acqui Terme ( AL ),ERDE srl; assegnato,1006000,44.665031,8.4727977
535928,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Suzzi  48124 Ravenna ( RA ),CMCF Soc. Coop. Muratori Cementisti Faenza,2000000,44.4033523,12.1878969
535949,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Campanella   40026 Imola ( BO ),Studio Qualità Immobiliare srl; assegnato,300000,44.3515614,11.7289236
536007,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via XX Settembre 31  40033 Casalecchio di Reno ( BO ),Tecnocem srl; assegnato,800000,44.47809549999999,11.2766522
536015,DEFINITIVO PIEMONTE MAGGIO ,Vc. A.Brustio 11  28066 Galliate ( NO ),Airoldi Costruzioni srl,750000,45.4735851,8.6987313
536016,DEFINITIVO PIEMONTE MAGGIO ,Via Serena  10090 Sangano ( TO ),EdilGallo Costruzioni srl,600000,45.0267799,7.4436505
536041,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Castelleone  26100 Cremona ( CR ),Bonazzoli Costruzioni srl,1440000,45.1507664,9.9992524
536046,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Matteotti  26037 San Giovanni in Croce ( CR ),Bonazzoli Costruzioni srl,2400000,45.0776214,10.373588
536083,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Solarolo snc  48125 Ravenna ( RA ),Gruppo Ritmo srl,300000,44.3155188,12.3391666
536084,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Lord Byron snc  48125 Ravenna ( RA ),Gruppo Ritmo srl,900000,44.3079973,12.343463
536086,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Antica Milizia  48121 Ravenna ( RA ),Gruppo Ritmo srl + Gruppo Ritmo srl; assegnato,900000,44.4105409,12.2195399
536106,DEFINITIVO EMILIA ROMAGNA MAGGIO,via Sgarbata 1  44124 Ferrara ( FE ),Oceania Immobiliare sas di Braccio Giuseppe; assegnato,1200000,44.76647630000001,11.5790221
536119,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,P.za Papa Giovanni Paolo II   24030 Brembate di Sopra ( BG ),Man srl,1440000,45.748558,9.5804331
536125,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Genova  21017 Samarate ( VA ),Impresa di Costruzioni Pelligro' di Pelligro' Mirko e,500000,45.6123609,8.783764
536133,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Don Luigi Milani  20097 San Donato Milanese ( MI ),Sant'Ilario Società Cooperativa Edilizia,3500000,45.4061116,9.2314511
536144,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Aldo Moro  24060 Chiuduno ( BG ),Fratus Edile srl,640000,45.6507955,9.8572771
536150,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Arzago  24040 Calvenzano ( BG ),Nozza Francesco,320000,45.4909006,9.5931236
536181,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Cavour 38  21047 Saronno ( VA ),Redal Costruzioni srl,250000,45.6264294,9.0348132
536189,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via E.Montale 5  20834 Nova Milanese ( MB ),INC2 - Imm.re Nova Cladue srl,3840000,45.5876025,9.207755299999999
536193,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Loc. Bongiola  22020 Nesso ( CO ),Beretta Costruzioni srl; assegnato,700000,45.91196790000001,9.1571875
536197,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Giuseppe Gheza 2  25047 Darfo Boario Terme ( BS ),AG Abitare Green srl,250000,45.8738549,10.1820204
536228,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via San Michele del Carso  20834 Nova Milanese ( MB ),INC2 - Imm.re Nova Cladue srl,4480000,45.5901541,9.2041438
536266,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Villa Del Veneziano  46019 Viadana ( MN ),Borelli Impresa Edile srl; assegnato,400000,44.9342998,10.5344456
536278,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Monterosa 7  22070 Bulgarograsso ( CO ),Falco Costruzioni srl,1000000,45.748432,9.0027475
536281,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Papa Giovanni XXIII  22077 Olgiate Comasco ( CO ),Falco Costruzioni srl; assegnato,750000,45.7839392,8.9772522
536285,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,V.le Concordia 1  26100 Cremona ( CR ),CPL Concordia Soc. Coop.; Consorzio Nazionale Coop.Produzione Lavoro Ciro; Gravili srl; aggiudicato mediante sottoscrizione di accordo quadro con,3305000,45.1284477,10.0531979
536310,DEFINITIVO LOMBARDIA PARTE 2 MAGGIO ,Via Don Seghezzi  24059 Urgnano ( BG ),Aria Verde srl,1120000,45.615468,9.7284202
536323,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,Via Padre Andrea Anelli  24040 Misano di Gera d'Adda ( BG ),Eurimbar srl; assegnato,960000,45.4721447,9.6236964
536324,DEFINITIVO LOMBARDIA PARTE 1 MAGGIO ,via Olgelasca  22040 Brenna ( CO ),Marelli Impresa Edile srl; assegnato,600000,45.7397002,9.1830442
536330,DEFINITIVO EMILIA ROMAGNA MAGGIO,Via Manzoni 145   41012 Carpi ( MO ),Esra srl; assegnato,3000000,44.7909144,10.8790412
